序号	汉字	次数	频率	累计频率
0754	贵	218935	0.022%	85.304%
0755	迷	218271	0.022%	85.326%
0756	充	218073	0.022%	85.348%
0757	组	217957	0.022%	85.369%
0758	呀	216914	0.021%	85.391%
0759	示	216750	0.021%	85.412%
0760	船	216654	0.021%	85.433%
0761	伸	216426	0.021%	85.455%
0762	舰	215864	0.021%	85.476%
0763	封	215347	0.021%	85.497%
0764	助	215321	0.021%	85.519%
0765	肉	214852	0.021%	85.540%
0766	排	214742	0.021%	85.561%
0767	娜	214244	0.021%	85.582%
0768	期	214186	0.021%	85.604%
0769	座	213737	0.021%	85.625%
0770	义	212647	0.021%	85.646%
0771	升	211971	0.021%	85.667%
0772	闻	211294	0.021%	85.688%
0773	室	210946	0.021%	85.708%
0774	推	210355	0.021%	85.729%
0775	负	210326	0.021%	85.750%
0776	扬	210251	0.021%	85.771%
0777	亡	210234	0.021%	85.792%
0778	模	210142	0.021%	85.812%
0779	付	209976	0.021%	85.833%
0780	芒	209924	0.021%	85.854%
0781	控	209284	0.021%	85.875%
0782	警	208976	0.021%	85.895%
0783	默	208871	0.021%	85.916%
0784	土	208693	0.021%	85.936%
0785	承	208433	0.021%	85.957%
0786	虚	207727	0.021%	85.978%
0787	妈	207704	0.021%	85.998%
0788	温	207613	0.021%	86.019%
0789	凤	207403	0.021%	86.039%
0790	技	207235	0.020%	86.060%
0791	费	207074	0.020%	86.080%
0792	著	206599	0.020%	86.101%
0793	初	206125	0.020%	86.121%
0794	麻	205700	0.020%	86.141%
0795	舞	204652	0.020%	86.161%
0796	市	204530	0.020%	86.182%
0797	翻	204496	0.020%	86.202%
0798	握	204303	0.020%	86.222%
0799	独	204114	0.020%	86.242%
0800	普	204096	0.020%	86.262%
0801	考	203704	0.020%	86.283%
0802	拥	203541	0.020%	86.303%
0803	究	203519	0.020%	86.323%
0804	玄	203397	0.020%	86.343%
0805	资	203216	0.020%	86.363%
0806	幸	202724	0.020%	86.383%
0807	暴	202675	0.020%	86.403%
0808	野	202536	0.020%	86.423%
0809	称	202509	0.020%	86.443%
0810	察	202476	0.020%	86.463%
0811	按	202297	0.020%	86.483%
0812	孙	201343	0.020%	86.503%
0813	查	200349	0.020%	86.523%
0814	改	200304	0.020%	86.543%
0815	换	200042	0.020%	86.562%
0816	箭	199891	0.020%	86.582%
0817	睡	199874	0.020%	86.602%
0818	母	199736	0.020%	86.622%
0819	素	199156	0.020%	86.641%
0820	较	198543	0.020%	86.661%
0821	堂	198454	0.020%	86.681%
0822	品	198422	0.020%	86.700%
0823	具	196867	0.019%	86.720%
0824	宗	196769	0.019%	86.739%
0825	忘	196631	0.019%	86.759%
0826	副	196149	0.019%	86.778%
0827	状	195977	0.019%	86.797%
0828	锋	195414	0.019%	86.817%
0829	权	194899	0.019%	86.836%
0830	洞	194715	0.019%	86.855%
0831	遇	194009	0.019%	86.874%
0832	丹	193729	0.019%	86.894%
0833	局	193705	0.019%	86.913%
0834	味	193175	0.019%	86.932%
0835	划	192916	0.019%	86.951%
0836	藏	192826	0.019%	86.970%
0837	故	192772	0.019%	86.989%
0838	仍	192064	0.019%	87.008%
0839	洛	191955	0.019%	87.027%
0840	历	191711	0.019%	87.046%
0841	坏	191642	0.019%	87.065%
0842	弄	191197	0.019%	87.084%
0843	弱	191172	0.019%	87.103%
0844	钟	190991	0.019%	87.121%
0845	哼	190944	0.019%	87.140%
0846	脱	190921	0.019%	87.159%
0847	赛	190252	0.019%	87.178%
0848	药	190052	0.019%	87.197%
0849	胸	189695	0.019%	87.216%
0850	菲	189209	0.019%	87.234%
0851	谈	188373	0.019%	87.253%
0852	仿	188306	0.019%	87.271%
0853	爆	188221	0.019%	87.290%
0854	徐	187720	0.019%	87.309%
0855	坚	187597	0.019%	87.327%
0856	拳	187438	0.019%	87.346%
0857	营	187343	0.019%	87.364%
0858	须	186811	0.018%	87.383%
0859	偷	186436	0.018%	87.401%
0860	骨	186342	0.018%	87.420%
0861	奥	186176	0.018%	87.438%
0862	据	186147	0.018%	87.456%
0863	蒙	186046	0.018%	87.475%
0864	尊	185887	0.018%	87.493%
0865	施	185792	0.018%	87.512%
0866	河	185598	0.018%	87.530%
0867	透	185106	0.018%	87.548%
0868	杰	185005	0.018%	87.566%
0869	晶	184986	0.018%	87.585%
0870	抬	184464	0.018%	87.603%
0871	短	184369	0.018%	87.621%
0872	政	184340	0.018%	87.639%
0873	产	184316	0.018%	87.658%
0874	草	183945	0.018%	87.676%
0875	烦	183816	0.018%	87.694%
0876	卷	183778	0.018%	87.712%
0877	幽	183540	0.018%	87.730%
0878	证	183537	0.018%	87.748%
0879	牙	183496	0.018%	87.767%
0880	维	182848	0.018%	87.785%
0881	森	180972	0.018%	87.803%
0882	毒	180431	0.018%	87.820%
0883	摆	180282	0.018%	87.838%
0884	投	179866	0.018%	87.856%
0885	吴	179820	0.018%	87.874%
0886	危	179792	0.018%	87.892%
0887	飘	178792	0.018%	87.909%
0888	熟	178042	0.018%	87.927%
0889	导	177738	0.018%	87.944%
0890	质	176480	0.017%	87.962%
0891	胡	176010	0.017%	87.979%
0892	朋	175816	0.017%	87.997%
0893	喊	175374	0.017%	88.014%
0894	释	174946	0.017%	88.031%
0895	参	174193	0.017%	88.048%
0896	休	173828	0.017%	88.066%
0897	劲	173227	0.017%	88.083%
0898	挡	172820	0.017%	88.100%
0899	景	172730	0.017%	88.117%
0900	州	172469	0.017%	88.134%
0901	印	172068	0.017%	88.151%
0902	惜	171340	0.017%	88.168%
0903	欲	171142	0.017%	88.185%
0904	摸	170643	0.017%	88.202%
0905	烟	170410	0.017%	88.219%
0906	幻	169419	0.017%	88.235%
0907	致	168776	0.017%	88.252%
0908	妙	168329	0.017%	88.269%
0909	抗	167788	0.017%	88.285%
0910	尼	167717	0.017%	88.302%
0911	枫	167237	0.017%	88.318%
0912	凝	167146	0.017%	88.335%
0913	翼	166652	0.016%	88.351%
0914	永	166256	0.016%	88.368%
0915	盘	166062	0.016%	88.384%
0916	寻	166011	0.016%	88.401%
0917	冥	165860	0.016%	88.417%
0918	秋	165088	0.016%	88.433%
0919	智	164394	0.016%	88.450%
0920	板	164364	0.016%	88.466%
0921	责	164224	0.016%	88.482%
0922	浪	163954	0.016%	88.498%
0923	御	163332	0.016%	88.514%
0924	尸	163274	0.016%	88.530%
0925	辈	162896	0.016%	88.547%
0926	临	162839	0.016%	88.563%
0927	哦	162613	0.016%	88.579%
0928	傲	162571	0.016%	88.595%
0929	娇	161722	0.016%	88.611%
0930	柳	161601	0.016%	88.627%
0931	恨	161569	0.016%	88.643%
0932	横	160767	0.016%	88.659%
0933	吓	160751	0.016%	88.675%
0934	硬	160578	0.016%	88.690%
0935	价	160515	0.016%	88.706%
0936	探	160152	0.016%	88.722%
0937	宁	159832	0.016%	88.738%
0938	际	159408	0.016%	88.754%
0939	标	159246	0.016%	88.769%
0940	墙	158296	0.016%	88.785%
0941	纳	157856	0.016%	88.801%
0942	田	157793	0.016%	88.816%
0943	欧	157686	0.016%	88.832%
0944	奈	157395	0.016%	88.847%
0945	肩	157210	0.016%	88.863%
0946	习	157140	0.016%	88.878%
0947	朱	156299	0.015%	88.894%
0948	效	155801	0.015%	88.909%
0949	袋	155773	0.015%	88.925%
0950	福	155640	0.015%	88.940%
0951	设	155159	0.015%	88.955%
0952	戏	155153	0.015%	88.971%
0953	贝	154837	0.015%	88.986%
0954	移	153358	0.015%	89.001%
0955	轰	153261	0.015%	89.016%
0956	疯	153146	0.015%	89.032%
0957	科	153126	0.015%	89.047%
0958	型	153058	0.015%	89.062%
0959	毛	152994	0.015%	89.077%
0960	碎	152624	0.015%	89.092%
0961	叔	152604	0.015%	89.107%
0962	冒	152515	0.015%	89.122%
0963	惨	152180	0.015%	89.137%
0964	扑	151975	0.015%	89.152%
0965	奋	151545	0.015%	89.167%
0966	治	151328	0.015%	89.182%
0967	湖	151212	0.015%	89.197%
0968	珠	150534	0.015%	89.212%
0969	饭	150521	0.015%	89.227%
0970	环	150431	0.015%	89.242%
0971	咱	150090	0.015%	89.257%
0972	免	149968	0.015%	89.271%
0973	迎	149874	0.015%	89.286%
0974	略	149669	0.015%	89.301%
0975	雄	149660	0.015%	89.316%
0976	凭	149202	0.015%	89.331%
0977	史	149169	0.015%	89.345%
0978	规	149053	0.015%	89.360%
0979	伯	148959	0.015%	89.375%
0980	尘	148837	0.015%	89.389%
0981	躲	148650	0.015%	89.404%
0982	犹	148592	0.015%	89.419%
0983	距	148483	0.015%	89.434%
0984	盟	148361	0.015%	89.448%
0985	借	148030	0.015%	89.463%
0986	骂	147893	0.015%	89.477%
0987	皱	147059	0.015%	89.492%
0988	床	146905	0.015%	89.507%
0989	域	146871	0.015%	89.521%
0990	降	146319	0.014%	89.536%
0991	敬	146310	0.014%	89.550%
0992	避	146281	0.014%	89.564%
0993	秀	146254	0.014%	89.579%
0994	挑	146045	0.014%	89.593%
0995	聚	145852	0.014%	89.608%
0996	徒	145648	0.014%	89.622%
0997	鲜	144905	0.014%	89.636%
0998	源	144596	0.014%	89.651%
0999	架	144415	0.014%	89.665%
1000	韩	144213	0.014%	89.679%
1001	莉	144126	0.014%	89.694%
1002	撞	144112	0.014%	89.708%
1003	束	143992	0.014%	89.722%
1004	岁	143967	0.014%	89.736%
1005	罪	143657	0.014%	89.750%
1006	罢	143291	0.014%	89.765%
1007	哭	142720	0.014%	89.779%
1008	嘛	142500	0.014%	89.793%
1009	臣	142387	0.014%	89.807%
1010	唯	142351	0.014%	89.821%
1011	啦	142263	0.014%	89.835%
1012	节	142225	0.014%	89.849%
1013	惑	142207	0.014%	89.863%
1014	袭	141632	0.014%	89.877%
1015	食	141609	0.014%	89.891%
1016	买	141479	0.014%	89.905%
1017	腿	141188	0.014%	89.919%
1018	训	141158	0.014%	89.933%
1019	稍	140551	0.014%	89.947%
1020	校	140521	0.014%	89.961%
1021	姑	139995	0.014%	89.975%
1022	某	139922	0.014%	89.988%
1023	阻	138675	0.014%	90.002%
1024	邪	138656	0.014%	90.016%
1025	鲁	138544	0.014%	90.030%
1026	艾	138520	0.014%	90.043%
1027	裂	137773	0.014%	90.057%
1028	闭	137381	0.014%	90.070%
1029	诺	137380	0.014%	90.084%
1030	尖	137328	0.014%	90.098%
1031	残	137154	0.014%	90.111%
1032	尚	136987	0.014%	90.125%
1033	迅	136941	0.014%	90.138%
1034	良	136922	0.014%	90.152%
1035	鱼	136850	0.014%	90.165%
1036	丁	136753	0.014%	90.179%
1037	塔	136587	0.014%	90.192%
1038	泪	136304	0.013%	90.206%
1039	托	135991	0.013%	90.219%
1040	洋	135805	0.013%	90.233%
1041	颗	135737	0.013%	90.246%
1042	炸	135549	0.013%	90.260%
1043	逸	135304	0.013%	90.273%
1044	晓	134928	0.013%	90.286%
1045	番	134909	0.013%	90.300%
1046	屋	134511	0.013%	90.313%
1047	伊	134342	0.013%	90.326%
1048	仇	134282	0.013%	90.339%
1049	焰	134231	0.013%	90.353%
1050	讲	134144	0.013%	90.366%
1051	荡	134127	0.013%	90.379%
1052	吼	134121	0.013%	90.392%
1053	绿	133981	0.013%	90.406%
1054	旧	133960	0.013%	90.419%
1055	配	133710	0.013%	90.432%
1056	圆	133575	0.013%	90.445%
1057	迹	133381	0.013%	90.459%
1058	腾	133340	0.013%	90.472%
1059	假	133337	0.013%	90.485%
1060	腰	133297	0.013%	90.498%
1061	搞	133115	0.013%	90.511%
1062	验	133053	0.013%	90.524%
1063	彩	132557	0.013%	90.538%
1064	勇	132550	0.013%	90.551%
1065	奔	132526	0.013%	90.564%
1066	颤	132210	0.013%	90.577%
1067	牛	131954	0.013%	90.590%
1068	恢	131910	0.013%	90.603%
1069	占	131627	0.013%	90.616%
1070	厅	131625	0.013%	90.629%
1071	趣	131193	0.013%	90.642%
1072	臂	130924	0.013%	90.655%
1073	套	130873	0.013%	90.668%
1074	愣	130853	0.013%	90.681%
1075	端	130712	0.013%	90.694%
1076	尤	130430	0.013%	90.706%
1077	志	130411	0.013%	90.719%
1078	剩	130377	0.013%	90.732%
1079	虑	130324	0.013%	90.745%
1080	妮	130109	0.013%	90.758%
1081	蛋	130094	0.013%	90.771%
1082	颜	130003	0.013%	90.784%
1083	炮	129785	0.013%	90.797%
1084	卖	129444	0.013%	90.809%
1085	医	129416	0.013%	90.822%
1086	舒	129406	0.013%	90.835%
1087	梅	129335	0.013%	90.848%
1088	厚	129182	0.013%	90.860%
1089	闹	129150	0.013%	90.873%
1090	归	128984	0.013%	90.886%
1091	圈	128865	0.013%	90.899%
1092	软	128499	0.013%	90.911%
1093	弃	128479	0.013%	90.924%
1094	适	128391	0.013%	90.937%
1095	浮	128312	0.013%	90.950%
1096	限	128145	0.013%	90.962%
1097	抵	127861	0.013%	90.975%
1098	职	127192	0.013%	90.987%
1099	帅	126878	0.013%	91.000%
1100	诸	126580	0.013%	91.012%
1101	桌	126302	0.012%	91.025%
1102	镇	126265	0.012%	91.037%
1103	讶	126074	0.012%	91.050%
1104	共	126067	0.012%	91.062%
1105	广	126055	0.012%	91.075%
1106	范	125866	0.012%	91.087%
1107	欣	125843	0.012%	91.100%
1108	病	125759	0.012%	91.112%
1109	偏	124770	0.012%	91.124%
1110	值	124370	0.012%	91.137%
1111	专	124198	0.012%	91.149%
1112	杂	123683	0.012%	91.161%
1113	咬	123560	0.012%	91.173%
1114	增	123332	0.012%	91.186%
1115	豪	123142	0.012%	91.198%
1116	触	122791	0.012%	91.210%
1117	陷	122722	0.012%	91.222%
1118	雾	122297	0.012%	91.234%
1119	稳	122281	0.012%	91.246%
1120	挺	121926	0.012%	91.258%
1121	择	121434	0.012%	91.270%
1122	谷	121379	0.012%	91.282%
1123	附	121210	0.012%	91.294%
1124	炎	120958	0.012%	91.306%
1125	巧	120881	0.012%	91.318%
1126	旋	120789	0.012%	91.330%
1127	盯	120629	0.012%	91.342%
1128	夏	120534	0.012%	91.354%
1129	纪	120526	0.012%	91.366%
1130	碰	120194	0.012%	91.378%
1131	扫	120167	0.012%	91.390%
1132	抢	120047	0.012%	91.402%
1133	阶	119910	0.012%	91.413%
1134	曼	119849	0.012%	91.425%
1135	嗯	119721	0.012%	91.437%
1136	涌	119579	0.012%	91.449%
1137	抽	119419	0.012%	91.461%
1138	胖	119280	0.012%	91.472%
1139	祖	119198	0.012%	91.484%
1140	毁	119122	0.012%	91.496%
1141	岛	119070	0.012%	91.508%
1142	拜	118780	0.012%	91.520%
1143	潜	118514	0.012%	91.531%
1144	优	118512	0.012%	91.543%
1145	网	118370	0.012%	91.555%
1146	案	118032	0.012%	91.566%
1147	慕	118006	0.012%	91.578%
1148	京	117757	0.012%	91.590%
1149	项	117673	0.012%	91.601%
1150	测	117457	0.012%	91.613%
1151	迪	117371	0.012%	91.625%
1152	谓	117345	0.012%	91.636%
1153	列	116771	0.012%	91.648%
1154	汗	116723	0.012%	91.659%
1155	操	116658	0.012%	91.671%
1156	善	116641	0.012%	91.682%
1157	春	116640	0.012%	91.694%
1158	烧	116609	0.012%	91.705%
1159	浑	116557	0.012%	91.717%
1160	赤	116490	0.012%	91.728%
1161	逼	116471	0.012%	91.740%
1162	伟	116305	0.011%	91.751%
1163	店	115971	0.011%	91.763%
1164	瞪	115677	0.011%	91.774%
1165	输	115666	0.011%	91.786%
1166	富	115657	0.011%	91.797%
1167	懂	115571	0.011%	91.809%
1168	侧	115509	0.011%	91.820%
1169	率	115345	0.011%	91.831%
1170	杯	115304	0.011%	91.843%
1171	滚	115193	0.011%	91.854%
1172	苍	114878	0.011%	91.866%
1173	瑞	114834	0.011%	91.877%
1174	孤	114622	0.011%	91.888%
1175	抖	114119	0.011%	91.899%
1176	损	114099	0.011%	91.911%
1177	悄	113848	0.011%	91.922%
1178	获	113490	0.011%	91.933%
1179	轮	113446	0.011%	91.944%
1180	孔	113258	0.011%	91.956%
1181	养	113066	0.011%	91.967%
1182	讨	112854	0.011%	91.978%
1183	吉	112665	0.011%	91.989%
1184	鸣	112595	0.011%	92.000%
1185	累	112588	0.011%	92.011%
1186	凶	112312	0.011%	92.022%
1187	挂	112226	0.011%	92.034%
1188	胆	112100	0.011%	92.045%
1189	浩	112067	0.011%	92.056%
1190	傻	112023	0.011%	92.067%
1191	塞	111576	0.011%	92.078%
1192	陪	111474	0.011%	92.089%
1193	吐	111262	0.011%	92.100%
1194	盖	110975	0.011%	92.111%
1195	姓	110916	0.011%	92.122%
1196	猜	110767	0.011%	92.133%
1197	拼	110686	0.011%	92.144%
1198	琳	110635	0.011%	92.155%
1199	蛇	110575	0.011%	92.166%
1200	幕	110557	0.011%	92.176%
1201	镜	110347	0.011%	92.187%
1202	材	110305	0.011%	92.198%
1203	庞	110172	0.011%	92.209%
1204	盗	109967	0.011%	92.220%
1205	杜	109904	0.011%	92.231%
1206	晃	109599	0.011%	92.242%
1207	扎	109546	0.011%	92.253%
1208	吟	109380	0.011%	92.263%
1209	预	108883	0.011%	92.274%
1210	闷	108749	0.011%	92.285%
1211	仔	108600	0.011%	92.296%
1212	纵	108547	0.011%	92.306%
1213	伦	108478	0.011%	92.317%
1214	遍	108277	0.011%	92.328%
1215	爸	108243	0.011%	92.338%
1216	狗	108219	0.011%	92.349%
1217	愤	108080	0.011%	92.360%
1218	纯	108039	0.011%	92.371%
1219	彻	107939	0.011%	92.381%
1220	估	107813	0.011%	92.392%
1221	夺	107750	0.011%	92.403%
1222	写	107725	0.011%	92.413%
1223	啸	107610	0.011%	92.424%
1224	莱	107424	0.011%	92.434%
1225	折	107352	0.011%	92.445%
1226	贼	107342	0.011%	92.456%
1227	灰	107341	0.011%	92.466%
1228	壁	107320	0.011%	92.477%
1229	困	107291	0.011%	92.487%
1230	宋	107180	0.011%	92.498%
1231	画	107180	0.011%	92.509%
1232	缘	107175	0.011%	92.519%
1233	伏	107065	0.011%	92.530%
1234	脉	106828	0.011%	92.540%
1235	劫	106717	0.011%	92.551%
1236	庄	106609	0.011%	92.561%
1237	补	106597	0.011%	92.572%
1238	泰	106456	0.011%	92.583%
1239	介	106351	0.011%	92.593%
1240	演	106178	0.010%	92.604%
1241	悠	106098	0.010%	92.614%
1242	燕	105881	0.010%	92.624%
1243	摩	105719	0.010%	92.635%
1244	痕	105422	0.010%	92.645%
1245	沈	105326	0.010%	92.656%
1246	创	105269	0.010%	92.666%
1247	登	105056	0.010%	92.677%
1248	含	104860	0.010%	92.687%
1249	研	104663	0.010%	92.697%
1250	睁	104579	0.010%	92.708%
1251	婆	104465	0.010%	92.718%
1252	午	104108	0.010%	92.728%
1253	池	104054	0.010%	92.739%
1254	暂	103983	0.010%	92.749%
1255	廷	103801	0.010%	92.759%
1256	逐	103507	0.010%	92.769%
1257	萨	103483	0.010%	92.780%
1258	凯	103392	0.010%	92.790%
1259	闲	103241	0.010%	92.800%
1260	旦	103225	0.010%	92.810%
1261	岳	102970	0.010%	92.820%
1262	戒	102908	0.010%	92.831%
1263	概	102745	0.010%	92.841%
1264	班	102657	0.010%	92.851%
1265	误	102593	0.010%	92.861%
1266	陛	102570	0.010%	92.871%
1267	街	102553	0.010%	92.881%
1268	跃	102201	0.010%	92.891%
1269	斩	102159	0.010%	92.901%
1270	牌	101845	0.010%	92.911%
1271	迟	101845	0.010%	92.922%
1272	谋	101432	0.010%	92.932%
1273	罩	101418	0.010%	92.942%
1274	膀	101226	0.010%	92.952%
1275	村	101131	0.010%	92.962%
1276	怜	100938	0.010%	92.972%
1277	替	100918	0.010%	92.982%
1278	踪	100761	0.010%	92.992%
1279	霸	100256	0.010%	93.001%
1280	爵	100122	0.010%	93.011%
1281	曲	100100	0.010%	93.021%
1282	乌	100098	0.010%	93.031%
1283	瞧	99992	0.010%	93.041%
1284	伴	99779	0.010%	93.051%
1285	傅	99750	0.010%	93.061%
1286	惧	99234	0.010%	93.071%
1287	蒂	98845	0.010%	93.080%
1288	嘻	98182	0.010%	93.090%
1289	倍	98040	0.010%	93.100%
1290	俊	98019	0.010%	93.109%
1291	歌	97838	0.010%	93.119%
1292	咒	97392	0.010%	93.129%
1293	互	97317	0.010%	93.138%
1294	漂	97272	0.010%	93.148%
1295	舍	97054	0.010%	93.158%
1296	采	96899	0.010%	93.167%
1297	昨	96885	0.010%	93.177%
1298	碧	96524	0.010%	93.186%
1299	鹰	96440	0.010%	93.196%
1300	犯	96427	0.010%	93.205%
1301	慌	96238	0.010%	93.215%
1302	糊	96164	0.010%	93.224%
1303	扭	95625	0.009%	93.234%
1304	丢	95423	0.009%	93.243%
1305	羞	95332	0.009%	93.253%
1306	判	95102	0.009%	93.262%
1307	竹	95035	0.009%	93.271%
1308	昏	94845	0.009%	93.281%
1309	丈	94815	0.009%	93.290%
1310	拔	94752	0.009%	93.300%
1311	锐	94733	0.009%	93.309%
1312	唤	94457	0.009%	93.318%
1313	莲	94352	0.009%	93.328%
1314	郎	94341	0.009%	93.337%
1315	忧	94041	0.009%	93.346%
1316	侍	93886	0.009%	93.355%
1317	征	93790	0.009%	93.365%
1318	疼	93714	0.009%	93.374%
1319	伍	93706	0.009%	93.383%
1320	鸟	93659	0.009%	93.393%
1321	宽	93628	0.009%	93.402%
1322	剧	93496	0.009%	93.411%
1323	躯	93480	0.009%	93.420%
1324	琴	93271	0.009%	93.429%
1325	监	92544	0.009%	93.439%
1326	漫	92520	0.009%	93.448%
1327	席	92518	0.009%	93.457%
1328	帐	92333	0.009%	93.466%
1329	赞	92073	0.009%	93.475%
1330	缩	91935	0.009%	93.484%
1331	壮	91540	0.009%	93.493%
1332	悉	91406	0.009%	93.502%
1333	遭	91370	0.009%	93.511%
1334	弓	91350	0.009%	93.520%
1335	貌	91172	0.009%	93.529%
1336	鼻	91089	0.009%	93.538%
1337	喃	91023	0.009%	93.547%
1338	悟	91019	0.009%	93.556%
1339	忠	91018	0.009%	93.565%
1340	私	90892	0.009%	93.574%
1341	绕	90736	0.009%	93.583%
1342	坦	90608	0.009%	93.592%
1343	财	90522	0.009%	93.601%
1344	辰	90478	0.009%	93.610%
1345	聊	90423	0.009%	93.619%
1346	掩	90409	0.009%	93.628%
1347	怨	90253	0.009%	93.637%
1348	耀	90208	0.009%	93.646%
1349	吞	90162	0.009%	93.655%
1350	融	89706	0.009%	93.664%
1351	洗	89661	0.009%	93.673%
1352	鼓	89640	0.009%	93.681%
1353	插	89450	0.009%	93.690%
1354	凉	89353	0.009%	93.699%
1355	悲	89340	0.009%	93.708%
1356	梁	89118	0.009%	93.717%
1357	织	89056	0.009%	93.726%
1358	佩	89024	0.009%	93.734%
1359	笔	89001	0.009%	93.743%
1360	迫	88928	0.009%	93.752%
1361	豫	88692	0.009%	93.761%
1362	朵	88596	0.009%	93.769%
1363	召	88388	0.009%	93.778%
1364	吹	88338	0.009%	93.787%
1365	亦	88256	0.009%	93.796%
1366	狱	88139	0.009%	93.804%
1367	佣	88113	0.009%	93.813%
1368	敏	87723	0.009%	93.822%
1369	博	87706	0.009%	93.830%
1370	赫	87651	0.009%	93.839%
1371	丫	87441	0.009%	93.848%
1372	茶	87332	0.009%	93.856%
1373	狐	87268	0.009%	93.865%
1374	仰	87247	0.009%	93.874%
1375	盛	87207	0.009%	93.882%
1376	劳	87066	0.009%	93.891%
1377	缠	86927	0.009%	93.899%
1378	忆	86721	0.009%	93.908%
1379	荣	86711	0.009%	93.917%
1380	净	86469	0.009%	93.925%
1381	阁	86413	0.009%	93.934%
1382	恭	86390	0.009%	93.942%
1383	废	86230	0.009%	93.951%
1384	浓	86226	0.009%	93.959%
1385	磨	86186	0.009%	93.968%
1386	遥	85992	0.009%	93.976%
1387	缺	85557	0.008%	93.985%
1388	菜	85391	0.008%	93.993%
1389	粗	85075	0.008%	94.002%
1390	宣	84722	0.008%	94.010%
1391	躺	84393	0.008%	94.018%
1392	惯	84313	0.008%	94.027%
1393	喷	84111	0.008%	94.035%
1394	晕	83804	0.008%	94.043%
1395	遗	83610	0.008%	94.051%
1396	执	83574	0.008%	94.060%
1397	策	83552	0.008%	94.068%
1398	脆	83386	0.008%	94.076%
1399	桑	83228	0.008%	94.084%
1400	绍	83209	0.008%	94.093%
1401	奴	83025	0.008%	94.101%
1402	努	82781	0.008%	94.109%
1403	耗	82588	0.008%	94.117%
1404	曹	82477	0.008%	94.125%
1405	援	82441	0.008%	94.134%
1406	窗	82327	0.008%	94.142%
1407	灯	82116	0.008%	94.150%
1408	佳	82070	0.008%	94.158%
1409	积	82058	0.008%	94.166%
1410	唇	81938	0.008%	94.174%
1411	堆	81938	0.008%	94.182%
1412	踏	81859	0.008%	94.190%
1413	扶	81740	0.008%	94.198%
1414	轩	81725	0.008%	94.206%
1415	辛	81662	0.008%	94.215%
1416	熊	81573	0.008%	94.223%
1417	辉	81472	0.008%	94.231%
1418	尾	81462	0.008%	94.239%
1419	屁	81427	0.008%	94.247%
1420	勒	81387	0.008%	94.255%
1421	刹	81341	0.008%	94.263%
1422	粉	81190	0.008%	94.271%
1423	批	81104	0.008%	94.279%
1424	乃	81088	0.008%	94.287%
1425	库	81063	0.008%	94.295%
1426	翔	80918	0.008%	94.303%
1427	姬	80749	0.008%	94.311%
1428	乖	80639	0.008%	94.319%
1429	趁	80624	0.008%	94.327%
1430	隆	80418	0.008%	94.335%
1431	爬	80282	0.008%	94.343%
1432	码	80265	0.008%	94.351%
1433	赏	80216	0.008%	94.359%
1434	怖	80093	0.008%	94.367%
1435	丰	79887	0.008%	94.374%
1436	艳	79716	0.008%	94.382%
1437	拖	79669	0.008%	94.390%
1438	耐	79539	0.008%	94.398%
1439	岂	79437	0.008%	94.406%
1440	诚	79359	0.008%	94.414%
1441	刃	79326	0.008%	94.422%
1442	媚	79317	0.008%	94.429%
1443	慧	79169	0.008%	94.437%
1444	晨	78767	0.008%	94.445%
1445	律	78546	0.008%	94.453%
1446	固	78498	0.008%	94.461%
1447	盾	78203	0.008%	94.468%
1448	洁	77840	0.008%	94.476%
1449	骗	77704	0.008%	94.484%
1450	社	77560	0.008%	94.491%
