汉字	频次
Ｄ	19
j	18
─	18
俯	18
倚	18
倩	18
兀	18
咯	18
嘟	18
寞	18
巍	18
挚	18
揪	18
搂	18
昧	18
杠	18
歼	18
汀	18
汹	18
淫	18
淮	18
灶	18
烁	18
烙	18
烤	18
焚	18
眷	18
禽	18
窦	18
糙	18
绒	18
荫	18
菇	18
葡	18
葫	18
蕉	18
豁	18
躬	18
钾	18
镍	18
陨	18
驴	18
兑	17
兮	17
冶	17
凄	17
凛	17
吭	17
呗	17
咔	17
哟	17
啼	17
喧	17
噢	17
嚣	17
墅	17
庐	17
弧	17
惕	17
扳	17
拂	17
挠	17
曝	17
杉	17
棍	17
槽	17
氨	17
沁	17
沛	17
渺	17
烹	17
珊	17
碟	17
稣	17
纬	17
肋	17
茎	17
萄	17
蒜	17
藤	17
蚀	17
袅	17
邱	17
鄙	17
鸽	17
Ｉ	17
倘	16
剔	16
吩	16
唧	16
噹	16
巫	16
庶	16
懵	16
拯	16
拷	16
捣	16
摧	16
攒	16
晾	16
歹	16
氯	16
汝	16
浏	16
淀	16
漓	16
畔	16
砣	16
窥	16
篷	16
粪	16
紊	16
绚	16
绷	16
缀	16
缕	16
肴	16
莽	16
菩	16
萃	16
薇	16
蚂	16
袓	16
诙	16
跷	16
逾	16
铅	16
霖	16
髓	16
鹉	16
剿	15
匾	15
卒	15
呐	15
呦	15
咀	15
嗒	15
埔	15
壶	15
妃	15
妓	15
尧	15
愕	15
抉	15
拣	15
捂	15
斋	15
昼	15
朦	15
枉	15
栖	15
槛	15
沮	15
淹	15
熄	15
犬	15
瓣	15
疤	15
眩	15
碱	15
磊	15
祷	15
秽	15
窜	15
窟	15
胧	15
腑	15
腮	15
荧	15
莓	15
藉	15
藓	15
蠕	15
讥	15
踱	15
迦	15
迭	15
郡	15
铲	15
锒	15
阎	15
靓	15
韧	15
﻿	15
乙	14
亨	14
佑	14
冈	14
删	14
叨	14
嗡	14
噼	14
垢	14
垮	14
堕	14
奸	14
崭	14
彤	14
怵	14
悍	14
愚	14
憧	14
憬	14
敖	14
斧	14
暨	14
柠	14
梨	14
椎	14
汲	14
汶	14
沦	14
沪	14
泓	14
渣	14
痰	14
盔	14
硝	14
祠	14
禹	14
簇	14
簸	14
纺	14
绅	14
绸	14
翘	14
苯	14
菁	14
蜡	14
诠	14
谬	14
蹦	14
蹿	14
郢	14
酉	14
铖	14
铨	14
锷	14
鹅	14
黯	14
○	13
〉	13
丸	13
乍	13
亥	13
佣	13
勿	13
卯	13
叭	13
哆	13
哉	13
哽	13
嗨	13
嚷	13
坝	13
垦	13
妒	13
妞	13
嬉	13
屎	13
恬	13
慷	13
憎	13
拙	13
捞	13
檐	13
檬	13
毗	13
毯	13
汛	13
沥	13
淑	13
淤	13
湍	13
潇	13
瑶	13
璀	13
睐	13
瞅	13
瞻	13
矢	13
砺	13
禄	13
窘	13
筐	13
绊	13
绰	13
聆	13
臧	13
苛	13
茬	13
荤	13
蚪	13
蝉	13
蝌	13
讳	13
贬	13
赂	13
钝	13
钠	13
镖	13
阀	13
靡	13
鞍	13
韭	13
颅	13
黛	13
５	13
乾	12
亢	12
伶	12
伺	12
侠	12
倔	12
倪	12
兹	12
凋	12
卤	12
吝	12
呱	12
哺	12
喽	12
嗦	12
嚓	12
堤	12
寥	12
岚	12
廓	12
彬	12
忏	12
晁	12
晌	12
晖	12
晦	12
棘	12
棱	12
榨	12
毓	12
毙	12
洼	12
洽	12
渝	12
炕	12
烛	12
熵	12
猿	12
璨	12
甫	12
瘾	12
碘	12
祁	12
窑	12
簿	12
翩	12
膛	12
苑	12
莞	12
蓓	12
薯	12
谍	12
谙	12
辗	12
辙	12
遐	12
钞	12
驭	12
驹	12
驼	12
髦	12
丞	11
仲	11
厄	11
哩	11
墩	11
夯	11
嫖	11
宵	11
屉	11
屿	11
峨	11
弛	11
彝	11
徊	11
徘	11
悖	11
憨	11
戆	11
抠	11
撩	11
擒	11
昱	11
杖	11
楞	11
樱	11
沐	11
炖	11
焱	11
爵	11
犀	11
琢	11
皈	11
禀	11
稠	11
筝	11
耽	11
脐	11
臻	11
茵	11
菠	11
蒲	11
蔑	11
藕	11
蘸	11
蜒	11
蜿	11
裳	11
褚	11
褪	11
觅	11
谕	11
贞	11
赣	11
辫	11
酵	11
酶	11
钧	11
锤	11
隘	11
霾	11
靶	11
骜	11
８	11
９	11
	10
仨	10
偎	10
刁	10
匮	10
咄	10
咚	10
啬	10
嘈	10
噬	10
坤	10
墟	10
娓	10
婪	10
寅	10
屹	10
岑	10
巅	10
庚	10
怏	10
恹	10
恺	10
惭	10
戊	10
戌	10
扒	10
挝	10
捅	10
掷	10
斟	10
朔	10
杞	10
栅	10
氮	10
沓	10
浊	10
涅	10
涡	10
涤	10
湛	10
炊	10
焙	10
瓮	10
痤	10
皙	10
砾	10
磅	10
磋	10
祺	10
禧	10
窒	10
篱	10
绣	10
缙	10
缤	10
缸	10
耿	10
聋	10
肮	10
芥	10
芯	10
茉	10
虔	10
蠢	10
詹	10
讹	10
诏	10
谆	10
踊	10
踵	10
踹	10
辕	10
迥	10
酌	10
钵	10
锵	10
闵	10
阮	10
阱	10
雏	10
霎	10
靳	10
韶	10
>	9
仑	9
仫	9
伫	9
侗	9
劼	9
匕	9
呛	9
哧	9
哮	9
啧	9
嘀	9
嚏	9
坷	9
妾	9
嫉	9
孵	9
尉	9
岱	9
崎	9
庖	9
徙	9
怅	9
戎	9
戛	9
拧	9
拮	9
挟	9
捶	9
摒	9
撅	9
斐	9
棕	9
殆	9
殡	9
氰	9
涝	9
淆	9
渲	9
漱	9
漳	9
澈	9
炯	9
烃	9
煲	9
狞	9
猝	9
璧	9
痱	9
盎	9
眺	9
睫	9
矶	9
碾	9
秃	9
粤	9
缆	9
缭	9
脯	9
舵	9
苟	9
茜	9
袄	9
袜	9
袱	9
觑	9
诅	9
豹	9
跺	9
跻	9
蹙	9
迸	9
邢	9
鄂	9
酝	9
酣	9
钳	9
铧	9
镑	9
闺	9
飙	9
骸	9
Ｆ	9
Ｋ	9
■	8
〇	8
侮	8
兢	8
冕	8
冽	8
卉	8
叩	8
吮	8
唠	8
唬	8
夭	8
姗	8
娥	8
婿	8
孜	8
岔	8
峭	8
崽	8
忐	8
忑	8
忡	8
恪	8
悯	8
惘	8
憔	8
扼	8
掂	8
摹	8
攘	8
昙	8
曦	8
柚	8
桓	8
榆	8
榴	8
榻	8
槃	8
槻	8
橙	8
氓	8
淼	8
渤	8
湃	8
漉	8
澎	8
瀑	8
煽	8
燎	8
狡	8
狰	8
琉	8
琏	8
疡	8
睿	8
瞥	8
矫	8
篓	8
篝	8
籁	8
籽	8
粱	8
绢	8
绯	8
缄	8
缉	8
缮	8
羹	8
翎	8
耦	8
肇	8
肘	8
肽	8
胰	8
臊	8
芋	8
芙	8
芜	8
茸	8
荼	8
莒	8
萤	8
蓉	8
蘑	8
蚕	8
蛊	8
蜕	8
蜗	8
诣	8
谴	8
蹊	8
邬	8
酥	8
锈	8
镁	8
镯	8
镶	8
雍	8
靴	8
饪	8
饵	8
馍	8
驿	8
骼	8
鲫	8
鸥	8
麓	8
＊	8
＝	8
丙	7
仡	7
伎	7
俐	7
俞	7
俺	7
剃	7
叼	7
吏	7
咏	7
唾	7
喔	7
噎	7
噙	7
塾	7
嫣	7
孰	7
峙	7
怡	7
悚	7
悴	7
惰	7
戮	7
扛	7
拈	7
挎	7
捍	7
捻	7
掖	7
搪	7
撬	7
攥	7
暄	7
暧	7
柬	7
査	7
柿	7
栈	7
栓	7
桔	7
梗	7
梵	7
樟	7
殴	7
涎	7
淇	7
渭	7
湮	7
炳	7
焖	7
犁	7
狈	7
狸	7
璇	7
甭	7
畸	7
皿	7
睦	7
瞟	7
砌	7
砥	7
秸	7
穗	7
窿	7
竣	7
筱	7
羌	7
羲	7
翟	7
肛	7
舷	7
芪	7
葆	7
蔫	7
蔺	7
蛭	7
蜷	7
蝇	7
蝙	7
蝠	7
螭	7
衅	7
诘	7
诬	7
贮	7
赐	7
跄	7
踉	7
蹬	7
蹭	7
逞	7
铿	7
锌	7
锥	7
陛	7
霏	7
霰	7
颓	7
飕	7
騄	7
驯	7
鲤	7
∶	6
亵	6
仕	6
俑	6
俨	6
偌	6
刨	6
匣	6
咝	6
哝	6
唁	6
啃	6
啕	6
喵	6
嗫	6
噔	6
噗	6
噜	6
嚅	6
壑	6
奄	6
奕	6
奚	6
娅	6
婶	6
屯	6
岌	6
巳	6
幡	6
彷	6
徨	6
忻	6
恣	6
惦	6
扉	6
拗	6
挲	6
掼	6
揍	6
搀	6
搐	6
枫	6
栩	6
梆	6
梧	6
楷	6
榔	6
槐	6
橱	6
氟	6
汩	6
沂	6
泱	6
涔	6
湄	6
溺	6
漾	6
濡	6
炬	6
烽	6
狩	6
猖	6
獒	6
獗	6
琦	6
甥	6
疙	6
疹	6
瘀	6
瘩	6
瘸	6
盹	6
眈	6
睬	6
瞿	6
矗	6
秆	6
窈	6
簌	6
粳	6
絮	6
绥	6
缎	6
缪	6
罄	6
羁	6
耘	6
耷	6
腆	6
臀	6
臆	6
茹	6
荟	6
菱	6
萦	6
蝴	6
蟒	6
衩	6
衲	6
袂	6
裆	6
褶	6
讴	6
谚	6
谟	6
谧	6
赁	6
趄	6
趔	6
跋	6
踞	6
遢	6
邃	6
邋	6
酯	6
釜	6
锄	6
闸	6
陇	6
隅	6
雌	6
霄	6
黝	6
／	6
<	5
〈	5
亘	5
倏	5
剽	5
厥	5
叟	5
呷	5
咆	5
咦	5
嗝	5
嗤	5
嘭	5
嘹	5
囱	5
堰	5
奘	5
姬	5
娴	5
媲	5
孛	5
宕	5
寇	5
峥	5
嵘	5
帷	5
幺	5
庇	5
徕	5
怦	5
恃	5
悸	5
悼	5
惆	5
惺	5
懦	5
戳	5
抡	5
抿	5
搔	5
摁	5
擘	5
敝	5
昵	5
朮	5
枸	5
柑	5
棠	5
椰	5
榕	5
殉	5
殓	5
毡	5
沄	5
沌	5
沽	5
涓	5
涟	5
滇	5
滦	5
濒	5
濯	5
炜	5
牦	5
猥	5
珺	5
琅	5
瑾	5
甄	5
畈	5
疵	5
痊	5
痢	5
瘪	5
癖	5
癫	5
睑	5
睨	5
碉	5
礁	5
祟	5
穹	5
窕	5
箕	5
箩	5
篪	5
篾	5
簧	5
糠	5
纭	5
绞	5
缇	5
缰	5
翌	5
翱	5
耙	5
聿	5
胺	5
腋	5
荔	5
荞	5
莴	5
蓦	5
蔗	5
蔷	5
蔼	5
蕃	5
蕨	5
蜀	5
褂	5
褥	5
诛	5
贻	5
踌	5
踮	5
躇	5
辄	5
迤	5
邹	5
铝	5
铢	5
锣	5
锰	5
锹	5
镉	5
镕	5
闽	5
霆	5
饲	5
鲨	5
鹌	5
鹑	5
鹜	5
鹫	5
鹭	5
龋	5
７	5
	4
}	4
※	4
亟	4
仵	4
侬	4
俘	4
傣	4
冗	4
冢	4
剁	4
匍	4
匐	4
厩	4
叱	4
呸	4
呻	4
咤	4
咿	4
哞	4
啄	4
啰	4
喀	4
嗣	4
噌	4
噤	4
噱	4
囤	4
圩	4
圭	4
壹	4
妊	4
妍	4
妩	4
姹	4
娈	4
娠	4
孃	4
孽	4
宦	4
寐	4
寮	4
岖	4
峋	4
峦	4
嶙	4
巽	4
幔	4
幵	4
徉	4
忒	4
忖	4
悻	4
惬	4
懊	4
戍	4
扦	4
捺	4
掰	4
揖	4
揩	4
摈	4
摞	4
撂	4
撵	4
斓	4
枭	4
枷	4
桢	4
椽	4
楠	4
榄	4
樵	4
橄	4
檀	4
泯	4
浃	4
浚	4
涕	4
涧	4
涸	4
溥	4
漩	4
漪	4
濂	4
濙	4
瀚	4
灸	4
熔	4
熠	4
熨	4
燧	4
獠	4
瑕	4
瑙	4
璋	4
璜	4
瓢	4
疟	4
痍	4
痣	4
痹	4
瘙	4
皓	4
盅	4
睽	4
瞌	4
礴	4
筠	4
篆	4
粟	4
粼	4
缈	4
缥	4
罂	4
罹	4
羚	4
肄	4
胚	4
腼	4
膻	4
舀	4
舶	4
艮	4
芍	4
苓	4
苜	4
苣	4
茁	4
茯	4
荀	4
莘	4
莺	4
蓿	4
蚣	4
蛀	4
蜈	4
蟠	4
褒	4
讪	4
讷	4
谛	4
赘	4
赦	4
赳	4
趾	4
跚	4
跤	4
蹑	4
蹒	4
辘	4
迂	4
迢	4
逅	4
逶	4
遁	4
邂	4
鄱	4
醚	4
醛	4
醴	4
铤	4
铬	4
铮	4
锂	4
闰	4
霓	4
靖	4
餮	4
饕	4
饺	4
馅	4
馋	4
馒	4
驮	4
鲸	4
鹊	4
黢	4
龊	4
龌	4
４	4
Ｐ	4
@	3
\	3
`	3
–	3
→	3
●	3
丏	3
佟	3
倜	3
偃	3
偕	3
傥	3
剌	3
劁	3
匈	3
匡	3
吠	3
呲	3
咂	3
咪	3
咫	3
咻	3
哂	3
哐	3
哒	3
唔	3
啐	3
啜	3
啷	3
喏	3
喟	3
嗉	3
嗔	3
嗞	3
嗷	3
坞	3
坨	3
垛	3
夙	3
姉	3
娄	3
娲	3
媛	3
嫡	3
嫦	3
孪	3
嵇	3
帚	3
幂	3
幌	3
庵	3
弩	3
恙	3
惮	3
愠	3
慑	3
慵	3
懑	3
懿	3
戾	3
拴	3
挛	3
捋	3
掣	3
撮	3
攫	3
昊	3
桎	3
梏	3
椭	3
楔	3
榷	3
槟	3
氤	3
氲	3
汾	3
浒	3
渎	3
滕	3
滟	3
漕	3
潋	3
潦	3
潭	3
瀛	3
烩	3
烬	3
烷	3
珀	3
珑	3
璞	3
瓒	3
疴	3
痂	3
痈	3
痞	3
痪	3
瘁	3
瘴	3
皖	3
瞠	3
瞭	3
瞰	3
矜	3
砝	3
砧	3
硒	3
祉	3
祯	3
稔	3
稞	3
稷	3
窖	3
笆	3
篡	3
纂	3
纾	3
绉	3
罔	3
聃	3
胱	3
脍	3
脓	3
腴	3
臼	3
苕	3
茧	3
荭	3
莠	3
菖	3
蒿	3
薰	3
藻	3
虏	3
虞	3
蛰	3
蜇	3
蝎	3
螂	3
螳	3
裨	3
褓	3
褴	3
襁	3
觊	3
觎	3
誊	3
诃	3
诋	3
诲	3
诶	3
谑	3
豉	3
赃	3
赡	3
趼	3
跛	3
踝	3
蹶	3
轧	3
轫	3
醪	3
钕	3
锢	3
镀	3
镂	3
镨	3
镰	3
闾	3
阂	3
阄	3
阑	3
阙	3
雳	3
霹	3
鞑	3
鞘	3
韬	3
颦	3
骷	3
髅	3
髯	3
鱿	3
鳖	3
鳝	3
龇	3
龚	3
Ａ	3
Ｒ	3
Ｔ	3
$	2
_	2
{	2
±	2
à	2
í	2
ā	2
ū	2
β	2
τ	2
Ⅱ	2
≤	2
≥	2
☆	2
丟	2
仃	2
佗	2
佘	2
佝	2
佯	2
佼	2
佾	2
侏	2
侥	2
俚	2
俸	2
俾	2
傀	2
僭	2
儡	2
剐	2
剰	2
匝	2
卟	2
厮	2
呓	2
咎	2
咣	2
唆	2
唏	2
唑	2
唳	2
喋	2
喱	2
嗖	2
嗬	2
嗵	2
嘤	2
噁	2
噘	2
囔	2
囫	2
囵	2
囿	2
垣	2
埂	2
埠	2
堃	2
堞	2
壬	2
奂	2
奎	2
妲	2
姊	2
姝	2
姣	2
娩	2
娼	2
婕	2
孚	2
孢	2
孳	2
寰	2
屮	2
岈	2
岐	2
峒	2
崴	2
嵖	2
帧	2
弋	2
弑	2
彗	2
徜	2
忪	2
惋	2
惴	2
愆	2
愫	2
憩	2
懋	2
扈	2
挞	2
捎	2
掬	2
揄	2
揶	2
搽	2
撷	2
擂	2
擞	2
旎	2
旖	2
旭	2
昉	2
昕	2
昶	2
晡	2
暌	2
朕	2
杳	2
杵	2
桀	2
桉	2
桨	2
棻	2
榈	2
槌	2
檩	2
檿	2
殃	2
殚	2
氹	2
汕	2
沏	2
沱	2
泅	2
泞	2
洮	2
洵	2
淖	2
淞	2
淦	2
淳	2
渚	2
湎	2
滓	2
潢	2
潺	2
濠	2
濮	2
灏	2
烯	2
煨	2
熺	2
犸	2
猕	2
猾	2
玳	2
珂	2
珪	2
瑚	2
璥	2
瓴	2
甬	2
疔	2
疠	2
疽	2
痔	2
瘆	2
瘟	2
瘠	2
癸	2
皑	2
眦	2
睇	2
睥	2
矬	2
砚	2
碜	2
祆	2
秤	2
笈	2
笠	2
笺	2
筚	2
箅	2
箧	2
箫	2
糨	2
纨	2
纶	2
绫	2
缨	2
羔	2
羯	2
羸	2
羿	2
翕	2
耆	2
肫	2
胥	2
胪	2
胭	2
胴	2
腟	2
膺	2
臃	2
舜	2
舢	2
芎	2
芷	2
苷	2
茴	2
莅	2
萱	2
葸	2
葺	2
蒯	2
蓖	2
蕙	2
薹	2
藐	2
藿	2
蘖	2
蚓	2
蚯	2
蛎	2
蛟	2
蛴	2
蝗	2
蝼	2
螬	2
蠓	2
蠡	2
衢	2
袒	2
袢	2
袤	2
褛	2
讣	2
诟	2
诨	2
诿	2
谘	2
谤	2
谩	2
谶	2
豇	2
豚	2
貂	2
赅	2
跆	2
踽	2
辇	2
辚	2
迩	2
逑	2
遛	2
遨	2
遴	2
邸	2
酊	2
酗	2
酚	2
酩	2
酮	2
鏖	2
钗	2
铆	2
铳	2
锃	2
锉	2
锚	2
锲	2
锺	2
镊	2
镌	2
镝	2
镢	2
镣	2
镳	2
阈	2
阖	2
阜	2
阡	2
陲	2
隍	2
隼	2
隽	2
雉	2
韪	2
颌	2
颍	2
颔	2
颧	2
飒	2
飨	2
饯	2
馊	2
馏	2
馥	2
骁	2
骅	2
骋	2
骘	2
骛	2
骥	2
鬓	2
鬟	2
魇	2
鳃	2
鳄	2
鳌	2
鸠	2
鸯	2
鸳	2
鸷	2
鸾	2
鹃	2
黔	2
黠	2
龃	2
龉	2
龛	2
＋	2
Ｃ	2
#	1
^	1
á	1
Δ	1
α	1
μ	1
Ⅵ	1
⑦	1
⑴	1
⑵	1
□	1
』	1
〒	1
丕	1
丨	1
乂	1
乜	1
亊	1
仄	1
仟	1
伉	1
佃	1
佞	1
佻	1
侑	1
俪	1
倭	1
倷	1
偻	1
刍	1
剜	1
勐	1
卞	1
厓	1
厝	1
叁	1
叵	1
吒	1
吣	1
吲	1
呔	1
呬	1
咛	1
咭	1
哏	1
哔	1
哚	1
哿	1
唢	1
唰	1
唷	1
唻	1
啻	1
嗳	1
嘁	1
嘞	1
嘢	1
嚯	1
囧	1
坍	1
坳	1
垠	1
垭	1
埝	1
墒	1
壕	1
夔	1
妣	1
姒	1
姪	1
娆	1
婀	1
婊	1
婧	1
婵	1
婼	1
嫔	1
嫕	1
嬴	1
孑	1
宓	1
尥	1
尻	1
岫	1
岿	1
峠	1
崆	1
崧	1
嶂	1
嶷	1
帼	1
幛	1
庥	1
廑	1
弭	1
徇	1
徳	1
忭	1
忮	1
忱	1
忾	1
忿	1
怂	1
怄	1
怆	1
怳	1
怼	1
恂	1
恸	1
恿	1
悌	1
惝	1
慄	1
扪	1
扺	1
抨	1
抻	1
拄	1
拊	1
捭	1
捱	1
掇	1
掳	1
掸	1
搡	1
摺	1
撸	1
擇	1
攸	1
斛	1
旌	1
旣	1
晔	1
暝	1
朐	1
札	1
杈	1
杷	1
枇	1
枥	1
枰	1
枳	1
柘	1
柩	1
柰	1
栀	1
栝	1
桠	1
桦	1
桧	1
梽	1
棂	1
椹	1
椿	1
楹	1
榇	1
榧	1
槿	1
樠	1
橇	1
檄	1
殁	1
殇	1
毂	1
毖	1
毘	1
毽	1
氅	1
氐	1
氘	1
氚	1
氦	1
汆	1
汐	1
汨	1
沆	1
沚	1
沣	1
沤	1
泔	1
泠	1
泫	1
泸	1
洱	1
浣	1
涣	1
涮	1
淙	1
淬	1
渥	1
湟	1
溉	1
溏	1
滂	1
滢	1
潍	1
潸	1
潼	1
澹	1
瀣	1
炅	1
炆	1
炽	1
烊	1
烨	1
無	1
焯	1
煜	1
煦	1
煸	1
熹	1
燚	1
燠	1
爨	1
爰	1
爻	1
爿	1
牍	1
牒	1
犄	1
犒	1
犟	1
犷	1
狎	1
狙	1
猂	1
猩	1
猬	1
獐	1
獭	1
玎	1
玮	1
玷	1
玺	1
珩	1
琊	1
琛	1
琥	1
琵	1
琶	1
瑛	1
瑢	1
璁	1
璘	1
瓤	1
畛	1
畦	1
畧	1
疥	1
疱	1
痩	1
瘌	1
瘐	1
癔	1
癞	1
癣	1
癯	1
皎	1
皲	1
皴	1
盂	1
盥	1
睢	1
矾	1
砭	1
砷	1
砻	1
碁	1
碓	1
碡	1
碣	1
磐	1
磴	1
磺	1
祚	1
禛	1
秫	1
秭	1
穑	1
竺	1
笄	1
笙	1
笫	1
筏	1
箔	1
粲	1
糅	1
糜	1
糯	1
縻	1
纣	1
纰	1
绔	1
绛	1
绮	1
绺	1
绾	1
缛	1
缜	1
缡	1
缧	1
罅	1
羟	1
義	1
翦	1
翳	1
耄	1
耋	1
聂	1
聒	1
胂	1
胛	1
胤	1
胯	1
脘	1
脥	1
腓	1
腧	1
膈	1
膘	1
膣	1
膵	1
臾	1
舛	1
舫	1
舸	1
芊	1
芡	1
苁	1
苋	1
苒	1
苞	1
苠	1
苡	1
苤	1
茆	1
茭	1
荃	1
荏	1
荚	1
荠	1
荪	1
莪	1
菏	1
葩	1
葯	1
蔻	1
蕈	1
薏	1
藜	1
虒	1
虬	1
虱	1
蚬	1
蚶	1
蛄	1
蛆	1
蛔	1
蛳	1
蜃	1
蜊	1
蜓	1
蜚	1
蜢	1
蜥	1
蜻	1
螃	1
螯	1
蟥	1
蟮	1
蟾	1
蠃	1
衆	1
衮	1
袈	1
裟	1
裰	1
褊	1
褰	1
觥	1
謇	1
讧	1
诮	1
诽	1
谄	1
谒	1
谡	1
谥	1
谰	1
豌	1
豢	1
豸	1
贰	1
赓	1
赝	1
赧	1
赭	1
趸	1
趿	1
跖	1
踯	1
蹂	1
蹋	1
蹚	1
蹩	1
蹰	1
蹴	1
躏	1
躐	1
躾	1
轱	1
轲	1
轳	1
轶	1
轼	1
辊	1
辍	1
辻	1
迻	1
逡	1
逦	1
遑	1
遒	1
選	1
遽	1
邈	1
邑	1
邕	1
邝	1
郾	1
鄞	1
鄭	1
酃	1
酪	1
鉢	1
銮	1
钎	1
钣	1
钴	1
钼	1
钿	1
铀	1
铄	1
铐	1
铛	1
铩	1
锏	1
锓	1
锟	1
锨	1
锭	1
锾	1
镐	1
镛	1
镞	1
镬	1
镭	1
闩	1
闳	1
闿	1
阇	1
隋	1
隳	1
雎	1
雩	1
雹	1
霁	1
鞣	1
鞮	1
颀	1
颉	1
颏	1
飗	1
飢	1
饨	1
馁	1
馄	1
馗	1
驷	1
驸	1
骈	1
骰	1
骶	1
髈	1
髻	1
鬃	1
鬈	1
鰯	1
鲅	1
鲈	1
鲢	1
鲭	1
鳏	1
鸮	1
鸵	1
鸶	1
鹈	1
鹕	1
鹞	1
麝	1
麾	1
黹	1
鼾	1
龈	1
	1
	1
＂	1
Ｇ	1
Ｖ	1
Ｘ	1
